Ciudad,Sueldo anual,Sueldo vs Sueldo Medio
amsterdam,54756.59948979592,0.989475767357486
barcelona,39446.97222222222,1.4701465497250379
berlin,58162.548856548856,1.1066776173329183
bruselas,49878.26190476191,0.9546444247581134
madrid,37904.12328767123,1.4126462167438592
paris,37588.424895688455,0.9403924068872046
san francisco,128374.42117647058,2.4117383602260154
sevilla,24108.185185185186,0.8984863292033834
