Ciudad,Empresa,Sueldo,Periodo
san francisco,Novartis,Sobre 136 mil US$ -150 mil US$,Data Scientist
san francisco,iSite Technologies,Sobre 97 mil US$ -105 mil US$,Data Scientist
san francisco,Karius,Sobre 150 mil US$ -165 mil US$,Data Scientist
san francisco,Biohub,Sobre 118 mil US$ -130 mil US$,Data Scientist
san francisco,Noodle.ai,Sobre 115 mil US$ -123 mil US$,Data Scientist
san francisco,ABCDE & FGHIJ,Sobre 194 mil US$ -207 mil US$,Data Scientist
san francisco,Fisher Investments,Sobre 43 US$ -47 US$ por hora,Data Scientist - Por hora
san francisco,DISYS,Sobre 73 US$ -80 US$ por hora,Data Scientist - Por hora
san francisco,"CSAA Insurance Group, a AAA Insurer",Sobre 127 mil US$ -138 mil US$,Data Scientist
san francisco,Cognoa,Sobre 138 mil US$ -149 mil US$,Data Scientist
san francisco,Guavus,Sobre 186 mil US$ -200 mil US$,Data Scientist
san francisco,Dascena,Sobre 81 mil US$ -87 mil US$,Data Scientist
san francisco,The Nord Center,Sobre 147 mil US$ -160 mil US$,Data Scientist
san francisco,Truework,Sobre 120 mil US$ -130 mil US$,Data Scientist
san francisco,Medidata Solutions,Sobre 140 mil US$ -151 mil US$,Data Scientist
san francisco,Q1,Sobre 129 mil US$ -140 mil US$,Data Scientist
san francisco,Yammer,Sobre 183 mil US$ -201 mil US$,Data Scientist
san francisco,ROI DNA,Sobre 95 mil US$ -102 mil US$,Data Scientist
san francisco,Ancestry,Sobre 56 US$ -61 US$ por hora,Data Scientist - Becario por hora
san francisco,IHS Markit,Sobre 75 mil US$ -81 mil US$,Data Scientist
san francisco,WhatsApp,Sobre 160 mil US$ -175 mil US$,Data Scientist
san francisco,Chegg,Sobre 136 mil US$ -148 mil US$,Data Scientist
san francisco,oDesk,Sobre 155 mil US$ -169 mil US$,Data Scientist
san francisco,Global Wireless Solutions,Sobre 94 mil US$ -102 mil US$,Data Scientist
san francisco,Technology Crossover Ventures,Sobre 103 mil US$ -113 mil US$,Data Scientist
san francisco,4INFO,Sobre 34 US$ -37 US$ por hora,Data Scientist - Becario por hora
san francisco,Baker Hughes,Sobre 141 mil US$ -153 mil US$,Data Scientist
san francisco,EY,Sobre 56 US$ -61 US$ por hora,Data Scientist - Becario por hora
san francisco,CrossChannel,Sobre 111 mil US$ -122 mil US$,Data Scientist
san francisco,Avanade,Sobre 161 mil US$ -174 mil US$,Data Scientist
san francisco,University of the Pacific,Sobre 20 US$ -22 US$ por hora,Data Scientist - Por hora
san francisco,Qualys,Sobre 20 US$ -22 US$ por hora,Data Scientist - Becario por hora
san francisco,Hamilton Porter,Sobre 156 mil US$ -168 mil US$,Data Scientist
san francisco,Rang Technologies,Sobre 147 mil US$ -161 mil US$,Data Scientist
san francisco,Nurx,Sobre 188 mil US$ -201 mil US$,Data Scientist
san francisco,BloomSky,Sobre 99 mil US$ -108 mil US$,Data Scientist
san francisco,Lodestone Software Services,Sobre 68 mil US$ -73 mil US$,Data Scientist
san francisco,Dash Technologies,Sobre 79 mil US$ -86 mil US$,Data Scientist - Proveedor de servicios
san francisco,Kaiser Permanente,Sobre 28 US$ -30 US$ por hora,Data Scientist - Becario por hora
san francisco,BMW Group,Sobre 99 mil US$ -106 mil US$,Data Scientist - Becario
san francisco,Arine,Sobre 116 mil US$ -127 mil US$,Data Scientist
san francisco,Ascent Services Group,Sobre 131 mil US$ -140 mil US$,Data Scientist
san francisco,Siemens,Sobre 32 US$ -35 US$ por hora,Data Scientist - Becario por hora
san francisco,Fitbit,Sobre 154 mil US$ -167 mil US$,Data Scientist
san francisco,Expedia Group,Sobre 171 mil US$ -186 mil US$,Data Scientist
san francisco,Callisto Media,Sobre 153 mil US$ -166 mil US$,Data Scientist
san francisco,Audeso,Sobre 119 mil US$ -128 mil US$,Data Scientist
san francisco,Netflix,Sobre 439 mil US$ -479 mil US$,Data Scientist
san francisco,Palantir Technologies,Sobre 134 mil US$ -148 mil US$,Data Scientist
san francisco,Revvo,Sobre 102 mil US$ -110 mil US$,Data Scientist
san francisco,Tektronix Communications,Sobre 168 mil US$ -184 mil US$,Data Scientist
san francisco,Yale University,Sobre 76 mil US$ -83 mil US$,Data Scientist - Becario
san francisco,Real Chemistry,Sobre 158 mil US$ -171 mil US$,Data Scientist
san francisco,BetterUp,Sobre 116 mil US$ -127 mil US$,Data Scientist
san francisco,Netspend,Sobre 142 mil US$ -152 mil US$,Data Scientist
san francisco,Roblox,Sobre 57 US$ -62 US$ por hora,Data Scientist - Becario por hora
san francisco,Cognilytics,Sobre 119 mil US$ -128 mil US$,Data Scientist
san francisco,Spire Health,Sobre 166 mil US$ -183 mil US$,Data Scientist
san francisco,Annalect,Sobre 108 mil US$ -114 mil US$,Data Scientist
san francisco,Oracle,Sobre 93 US$ -102 US$ por hora,Data Scientist - Proveedor de servicios por hora
san francisco,SunFunder,Sobre 106 mil US$ -116 mil US$,Data Scientist
san francisco,Sparta Science,Sobre 131 mil US$ -141 mil US$,Data Scientist
san francisco,"COWBELL CYBER, Inc.",Sobre 134 mil US$ -146 mil US$,Data Scientist
san francisco,Insight Data Science,Sobre 105 mil US$ -114 mil US$,Data Scientist
san francisco,McDonald's,Sobre 48 US$ -52 US$ por hora,Data Scientist - Becario por hora
san francisco,Prologis,Sobre 137 mil US$ -148 mil US$,Data Scientist
san francisco,BetterCapital.us,Sobre 20 US$ -22 US$ por hora,Data Scientist - Por hora
san francisco,Trulia,Sobre 45 US$ -49 US$ por hora,Data Scientist - Becario por hora
san francisco,HiQ,Sobre 115 mil US$ -125 mil US$,Data Scientist
san francisco,NA World Services,Sobre 134 mil US$ -145 mil US$,Data Scientist
san francisco,Mathematica,Sobre 124 mil US$ -135 mil US$,Data Scientist
san francisco,Fandom,Sobre 138 mil US$ -148 mil US$,Data Scientist
san francisco,Livongo Health,Sobre 143 mil US$ -155 mil US$,Data Scientist
san francisco,Gusto,Sobre 180 mil US$ -195 mil US$,Data Scientist
san francisco,Twist Bioscience,Sobre 29 US$ -31 US$ por hora,Data Scientist - Becario por hora
san francisco,SPH Analytics,Sobre 127 mil US$ -138 mil US$,Data Scientist
san francisco,Cox Automotive,Sobre 83 mil US$ -91 mil US$,Data Scientist
san francisco,Franklin Templeton Investments,Sobre 136 mil US$ -146 mil US$,Data Scientist
san francisco,Silicon Valley Bank,Sobre 131 mil US$ -140 mil US$,Data Scientist
san francisco,Castlight,Sobre 139 mil US$ -152 mil US$,Data Scientist
san francisco,Harvard University,Sobre 18 US$ -19 US$ por hora,Data Scientist - Por hora
san francisco,Swish Analytics,Sobre 113 mil US$ -123 mil US$,Data Scientist
san francisco,FusionOps,Sobre 137 mil US$ -149 mil US$,Data Scientist
san francisco,The Permanente Medical Group,Sobre 78 US$ -85 US$ por hora,Data Scientist - Proveedor de servicios por hora
san francisco,Santa Clara University,Sobre 88 mil US$ -95 mil US$,Data Scientist
san francisco,Domino's,Sobre 191 mil US$ -209 mil US$,Data Scientist
san francisco,Informatica,Sobre 104 mil US$ -113 mil US$,Data Scientist
san francisco,GroundTruth,Sobre 125 mil US$ -135 mil US$,Data Scientist
san francisco,IAC,Sobre 147 mil US$ -160 mil US$,Data Scientist
san francisco,Johnson & Johnson,Sobre 214 mil US$ -234 mil US$,Data Scientist
san francisco,ANCILE Solutions,Sobre 101 mil US$ -109 mil US$,Data Scientist
san francisco,Morgan Stanley,Sobre 120 mil US$ -131 mil US$,Data Scientist
san francisco,Circle K,Sobre 144 mil US$ -157 mil US$,Data Scientist
san francisco,LendingClub,Sobre 134 mil US$ -146 mil US$,Data Scientist
san francisco,ShopperTrak,Sobre 161 mil US$ -174 mil US$,Data Scientist
san francisco,Even,Sobre 173 mil US$ -186 mil US$,Data Scientist
san francisco,Intercontinental Exchange,Sobre 128 mil US$ -140 mil US$,Data Scientist
san francisco,Planet,Sobre 132 mil US$ -142 mil US$,Data Scientist
san francisco,Minerva School,Sobre 31 US$ -33 US$ por hora,Data Scientist - Por hora
san francisco,Lawrence Berkeley Lab,Sobre 77 mil US$ -83 mil US$,Data Scientist - Proveedor de servicios
san francisco,Czoom Capital,Sobre 155 mil US$ -170 mil US$,Data Scientist
san francisco,Netflix,Sobre 154 mil US$ -165 mil US$,Data Scientist - Proveedor de servicios
san francisco,CallidusCloud,Sobre 91 mil US$ -98 mil US$,Data Scientist
san francisco,no,Sobre 100 mil US$ -107 mil US$,Data Scientist
san francisco,B Royal,Sobre 109 mil US$ -117 mil US$,Data Scientist
san francisco,ngmoco,Sobre 103 mil US$ -113 mil US$,Data Scientist
san francisco,Fyber,Sobre 275 mil US$ -298 mil US$,Data Scientist
san francisco,SFL Scientific,Sobre 105 mil US$ -113 mil US$,Data Scientist - Proveedor de servicios
san francisco,DET Norske Veritas,Sobre 157 mil US$ -170 mil US$,Data Scientist
san francisco,Funding Circle,Sobre 117 mil US$ -126 mil US$,Data Scientist
san francisco,Kohl's,Sobre 171 mil US$ -184 mil US$,Data Scientist
san francisco,Apixio,Sobre 137 mil US$ -147 mil US$,Data Scientist
san francisco,TubeMogul,Sobre 136 mil US$ -147 mil US$,Data Scientist
san francisco,APN Software Services,Sobre 139 mil US$ -149 mil US$,Data Scientist
san francisco,UC Berkeley CED,Sobre 116 mil US$ -126 mil US$,Data Scientist
san francisco,AstraZeneca,Sobre 166 mil US$ -181 mil US$,Data Scientist
san francisco,Power Factors,Sobre 84 mil US$ -90 mil US$,Data Scientist
san francisco,Coalition (CA),Sobre 136 mil US$ -149 mil US$,Data Scientist
san francisco,TIAA,Sobre 103 mil US$ -112 mil US$,Data Scientist
san francisco,Beyond the Arc,Sobre 19 US$ -20 US$ por hora,Data Scientist - Becario por hora
san francisco,ClearVista Comm,Sobre 129 mil US$ -139 mil US$,Data Scientist
san francisco,Mattermark,Sobre 138 mil US$ -149 mil US$,Data Scientist
san francisco,Ford Credit,Sobre 85 mil US$ -91 mil US$,Data Scientist - Proveedor de servicios
san francisco,i2c,Sobre 8 mil US$ -9 mil US$,Data Scientist - Por mes
san francisco,JASK,Sobre 135 mil US$ -144 mil US$,Data Scientist
san francisco,Blue Shield Of California,Sobre 94 mil US$ -102 mil US$,Data Scientist
san francisco,SugarCRM,Sobre 5 mil US$ -5 mil US$,Data Scientist - Por mes
san francisco,FOOBAR,Sobre 128 mil US$ -139 mil US$,Data Scientist
san francisco,Omada Health,Sobre 125 mil US$ -135 mil US$,Data Scientist
san francisco,DPR Construction,Sobre 151 mil US$ -166 mil US$,Data Scientist
san francisco,EyeQue,Sobre 122 mil US$ -133 mil US$,Data Scientist
san francisco,Cricket Health,Sobre 133 mil US$ -143 mil US$,Data Scientist
san francisco,Volkswagen,Sobre 130 mil US$ -140 mil US$,Data Scientist
san francisco,LexisNexis Legal & Professional,Sobre 20 US$ -21 US$ por hora,Data Scientist - Por hora
san francisco,eluv.io,Sobre 4 mil US$ -4 mil US$,Data Scientist - Becario por mes
san francisco,AlixPartners,Sobre 152 mil US$ -166 mil US$,Data Scientist
san francisco,Electronic Arts,Sobre 52 US$ -56 US$ por hora,Data Scientist - Becario por hora
san francisco,Shift,Sobre 134 mil US$ -147 mil US$,Data Scientist
san francisco,Meltwater News US Support,Sobre 135 mil US$ -148 mil US$,Data Scientist
san francisco,Liftoff (Redwood City),Sobre 264 mil US$ -283 mil US$,Data Scientist
san francisco,FLURRY,Sobre 159 mil US$ -171 mil US$,Data Scientist
san francisco,Highfive,Sobre 104 mil US$ -112 mil US$,Data Scientist
san francisco,USRA,Sobre 5 mil US$ -5 mil US$,Data Scientist - Becario por mes
san francisco,Hearsay Systems,Sobre 119 mil US$ -128 mil US$,Data Scientist
san francisco,Amazon,Sobre 156 mil INR -171 mil INR,Data Scientist
san francisco,Academia.edu,Sobre 141 mil US$ -152 mil US$,Data Scientist
san francisco,Smartly.io,Sobre 130 mil US$ -141 mil US$,Data Scientist
san francisco,Teladoc Health,Sobre 140 mil US$ -149 mil US$,Data Scientist
san francisco,Conversant,Sobre 159 mil US$ -172 mil US$,Data Scientist
san francisco,MicroNet IT Solutions,Sobre 125 mil US$ -135 mil US$,Data Scientist
san francisco,Pacific Gas and Electric,Sobre 45 US$ -48 US$ por hora,Data Scientist - Proveedor de servicios por hora
san francisco,MuleSoft,Sobre 62 US$ -68 US$ por hora,Data Scientist - Por hora
san francisco,Guidewire,Sobre 46 US$ -49 US$ por hora,Data Scientist - Becario por hora
san francisco,Realogy,Sobre 133 mil US$ -144 mil US$,Data Scientist
san francisco,Rainberry,Sobre 163 mil US$ -178 mil US$,Data Scientist
san francisco,Castleton Commodities International,Sobre 106 US$ -113 US$ por hora,Data Scientist - Proveedor de servicios por hora
san francisco,Lomotif,Sobre 4 mil US$ -4 mil US$,Data Scientist - Becario por mes
san francisco,Danaher,Sobre 142 mil US$ -154 mil US$,Data Scientist
san francisco,Scoop Technologies,Sobre 131 mil US$ -142 mil US$,Data Scientist
san francisco,ClearMetal,Sobre 135 mil US$ -146 mil US$,Data Scientist
san francisco,Triller,Sobre 124 mil US$ -137 mil US$,Data Scientist
san francisco,Thinkful,Sobre 86 mil US$ -93 mil US$,Data Scientist
san francisco,Elastic,Sobre 196 mil US$ -212 mil US$,Data Scientist
san francisco,Kabam,Sobre 165 mil US$ -179 mil US$,Data Scientist
san francisco,Amazon,Sobre 102 mil US$ -112 mil US$,Data Scientist
san francisco,MyVest,Sobre 112 mil US$ -121 mil US$,Data Scientist
san francisco,Orrick,Sobre 124 mil US$ -136 mil US$,Data Scientist
san francisco,Trulia,Sobre 139 mil US$ -152 mil US$,Data Scientist
san francisco,Hotwire,Sobre 141 mil US$ -153 mil US$,Data Scientist
san francisco,Verdigris,Sobre 117 mil US$ -130 mil US$,Data Scientist
san francisco,Verana Health,Sobre 146 mil US$ -159 mil US$,Data Scientist
san francisco,Rocket Fuel,Sobre 164 mil US$ -179 mil US$,Data Scientist
san francisco,Nones,Sobre 58 mil US$ -63 mil US$,Data Scientist
san francisco,Skanksa,Sobre 95 mil US$ -104 mil US$,Data Scientist
san francisco,Erom,Sobre 167 mil US$ -180 mil US$,Data Scientist
san francisco,Spigit,Sobre 142 mil US$ -152 mil US$,Data Scientist
san francisco,CDK Global,Sobre 28 US$ -30 US$ por hora,Data Scientist - Becario por hora
san francisco,WaterSmart Software,Sobre 140 mil US$ -150 mil US$,Data Scientist
san francisco,PRA Group,Sobre 86 mil US$ -94 mil US$,Data Scientist - Becario
san francisco,Center for Effective Philanthropy,Sobre 111 mil US$ -121 mil US$,Data Scientist
san francisco,Bento,Sobre 3 mil US$ -4 mil US$,Data Scientist - Becario por mes
san francisco,Oportun,Sobre 183 mil US$ -199 mil US$,Data Scientist
san francisco,Exact Sciences,Sobre 142 mil US$ -154 mil US$,Data Scientist
san francisco,Lyra Health,Sobre 126 mil US$ -139 mil US$,Data Scientist
san francisco,Amitree,Sobre 140 mil US$ -151 mil US$,Data Scientist
san francisco,Flywheel Software,Sobre 125 mil US$ -136 mil US$,Data Scientist
san francisco,Alpha Financial Markets Consulting,Sobre 55 US$ -59 US$ por hora,Data Scientist - Por hora
san francisco,Bain & Company,Sobre 138 mil US$ -151 mil US$,Data Scientist
san francisco,ClassDojo,Sobre 173 mil US$ -186 mil US$,Data Scientist
san francisco,Zipline,Sobre 115 mil US$ -125 mil US$,Data Scientist
san francisco,Sentry (CA),Sobre 192 mil US$ -209 mil US$,Data Scientist
san francisco,BrightRoll,Sobre 85 mil US$ -93 mil US$,Data Scientist
san francisco,AT&T,Sobre 132 mil US$ -145 mil US$,Data Scientist
san francisco,Self Opportunity,Sobre 98 mil US$ -105 mil US$,Data Scientist
san francisco,Cox Enterprises,Sobre 141 mil US$ -153 mil US$,Data Scientist
san francisco,Tableau Software,Sobre 108 mil US$ -118 mil US$,Data Scientist
san francisco,Curology,Sobre 82 mil US$ -89 mil US$,Data Scientist - Becario
san francisco,Cognomotiv,Sobre 118 mil US$ -128 mil US$,Data Scientist
san francisco,Meta,177.372 US$ /año,Research Scientist
san francisco,Genentech,159.268 US$ /año,Scientist
san francisco,Amgen,139.173 US$ /año,Scientist
san francisco,Gilead Sciences,150.027 US$ /año,Research Scientist
san francisco,Lawrence Livermore National Laboratory,152.110 US$ /año,Research Scientist
san francisco,Lawrence Berkeley Lab,133.797 US$ /año,Research Scientist
san francisco,SRI International,95.951 US$ /año,Research Scientist
san francisco,Zymergen,118.354 US$ /año,Scientist
san francisco,University of California Berkeley,89.596 US$ /año,Research Scientist
san francisco,Thermo Fisher Scientific,81.513 US$ /año,Scientist
san francisco,Lawrence Livermore National Laboratory,152.346 US$ /año,Scientist
san francisco,Chevron,146.287 US$ /año,Research Scientist
san francisco,Bio-Rad Laboratories,99.538 US$ /año,Scientist
san francisco,UC San Francisco,67.707 US$ /año,Research Scientist
san francisco,Exponent,107.059 US$ /año,Scientist
san francisco,CooperVision,104.040 US$ /año,Scientist
san francisco,Lyft,185.492 US$ /año,Research Scientist
san francisco,The Clorox Company,82.345 US$ /año,Scientist
san francisco,10x Genomics,124.754 US$ /año,Scientist
san francisco,Advanced Cell Diagnostics,94.539 US$ /año,Scientist
san francisco,Denali Therapeutics,119.375 US$ /año,Scientist
san francisco,Gladstone Institutes,70.280 US$ /año,Research Scientist
san francisco,Nektar Therapeutics,133.177 US$ /año,Scientist
san francisco,Genentech,165.547 US$ /año,Research Scientist
san francisco,Uber,174.332 US$ /año,Research Scientist
san francisco,SRI International,147.684 US$ /año,Scientist
san francisco,UC San Francisco,90.701 US$ /año,Scientist
san francisco,Berkeley Lights,113.224 US$ /año,Scientist
san francisco,Codexis,114.452 US$ /año,Scientist
san francisco,Synthego,122.925 US$ /año,Scientist
san francisco,Stanford University,72.400 US$ /año,Research Scientist
san francisco,Denali Therapeutics,92.517 US$ /año,Research Scientist
san francisco,Roche,89.012 US$ /año,Scientist
san francisco,Theravance,125.086 US$ /año,Scientist
san francisco,EQECAT,117.501 US$ /año,Research Scientist
san francisco,Exelixis,112.377 US$ /año,Research Scientist
san francisco,Bristol Myers Squibb,134.412 US$ /año,Scientist
san francisco,NGM Biopharmaceuticals,117.473 US$ /año,Scientist
san francisco,PACT Pharma,128.293 US$ /año,Scientist
san francisco,Pacific Biosciences,109.181 US$ /año,Scientist
san francisco,Pfizer,105.221 US$ /año,Scientist
san francisco,LakePharma,81.062 US$ /año,Scientist
san francisco,Amgen,124.537 US$ /año,Research Scientist
san francisco,Ricoh Innovations,145.029 US$ /año,Research Scientist
san francisco,Theravance,142.102 US$ /año,Research Scientist
san francisco,Fitbit,141.037 US$ /año,Research Scientist
san francisco,Verseon,121.543 US$ /año,Scientist
san francisco,Adobe,133.011 US$ /año,Scientist
san francisco,AbbVie,107.274 US$ /año,Scientist
san francisco,Intrexon,119.981 US$ /año,Scientist
san francisco,Google,190.302 US$ /año,Research Scientist
san francisco,California Department of Public Health,91.892 US$ /año,Research Scientist
san francisco,Adobe,152.456 US$ /año,Research Scientist
san francisco,Intel Corporation,167.649 US$ /año,Research Scientist
san francisco,FivePrime Therapeutics,116.530 US$ /año,Scientist
san francisco,Impossible Foods,118.759 US$ /año,Scientist
san francisco,RAPT Therapeutics,124.971 US$ /año,Scientist
san francisco,Allogene Therapeutics,123.000 US$ /año,Scientist
san francisco,Sutro Biopharma,139.551 US$ /año,Scientist
san francisco,Amyris,110.566 US$ /año,Scientist
san francisco,ArsenalBio,125.664 US$ /año,Scientist
san francisco,Eureka Therapeutics,100.116 US$ /año,Research Scientist
san francisco,Adchemy,108.366 US$ /año,Research Scientist
san francisco,Impax Laboratories,118.434 US$ /año,Research Scientist
san francisco,The Clorox Company,100.000 US$ /año,Research Scientist
san francisco,Lawrence Berkeley Lab,102.097 US$ /año,Scientist
san francisco,Natera,120.058 US$ /año,Scientist
san francisco,Eurofins Scientific,34 US$ /h,Scientist - Por hora
san francisco,Arcus Biosciences,129.751 US$ /año,Scientist
san francisco,Archimedes,126.034 US$ /año,Scientist
san francisco,Verily Life Sciences,150.441 US$ /año,Scientist
san francisco,Calico Life Sciences,135.786 US$ /año,Scientist
san francisco,Envia Systems,96.991 US$ /año,Research Scientist
san francisco,DOE Joint Genome Institute,97.222 US$ /año,Research Scientist
san francisco,ICSI,156.812 US$ /año,Research Scientist
san francisco,Zymergen,122.592 US$ /año,Research Scientist
san francisco,Cadence Design Systems,158.741 US$ /año,Research Scientist
san francisco,Bionova Scientific,87.344 US$ /año,Scientist
san francisco,Gatan,100.578 US$ /año,Scientist
san francisco,Novartis,123.626 US$ /año,Scientist
san francisco,Target,60.749 US$ /año,Scientist
san francisco,Twist Bioscience,139.100 US$ /año,Scientist
san francisco,Applied StemCell,69.167 US$ /año,Scientist
san francisco,BioMarin Pharmaceutical,123.511 US$ /año,Scientist
san francisco,23andMe,151.872 US$ /año,Scientist
san francisco,Eat Just,127.783 US$ /año,Scientist
san francisco,TrueBinding,113.224 US$ /año,Scientist
san francisco,Atomwise,162.720 US$ /año,Scientist
san francisco,PRECISIONheor,103.413 US$ /año,Research Scientist
san francisco,Calibrant Biosystems,76.695 US$ /año,Research Scientist
san francisco,Pioneer,123.148 US$ /año,Research Scientist
san francisco,Bio-Rad Laboratories,99.388 US$ /año,Research Scientist
san francisco,University of California Berkeley,72.137 US$ /año,Research Scientist
san francisco,Aspera,127.825 US$ /año,Research Scientist
san francisco,NCIRE,120.275 US$ /año,Research Scientist
san francisco,Willow Garage,153.774 US$ /año,Research Scientist
san francisco,FibroGen,123.374 US$ /año,Research Scientist
san francisco,Dcg Systems,120.851 US$ /año,Research Scientist
san francisco,Novartis,103.722 US$ /año,Research Scientist
san francisco,Bolt Threads,113.616 US$ /año,Scientist
san francisco,Air Liquide,96.934 US$ /año,Scientist
san francisco,Inflammatix,104.538 US$ /año,Scientist
san francisco,Seeo,121.418 US$ /año,Scientist
san francisco,Elan Pharmaceuticals,119.982 US$ /año,Scientist
san francisco,OncoMed Pharmaceuticals,120.632 US$ /año,Scientist
san francisco,Artemys Foods ,131.832 US$ /año,Scientist
san francisco,WRA,75.755 US$ /año,Scientist
san francisco,Boehringer Ingelheim,40 US$ /h,Scientist - Proveedor de servicios por hora
san francisco,Assembly Biosciences,116.953 US$ /año,Scientist
san francisco,SiriusXM,169.068 US$ /año,Scientist
san francisco,Neurona Therapeutics,125.558 US$ /año,Scientist
san francisco,Vir Biotechnology,136.565 US$ /año,Scientist
san francisco,Cogent Infotech Corp,29 US$ /h,Scientist - Por hora
san francisco,Gladstone Institutes,72.044 US$ /año,Scientist
san francisco,Portola Pharmaceuticals,130.726 US$ /año,Scientist
san francisco,Illumina,129.716 US$ /año,Scientist
san francisco,Bayer,125.563 US$ /año,Scientist
san francisco,DiscoveRx,73.029 US$ /año,Research Scientist
san francisco,Carbon,114.969 US$ /año,Research Scientist
san francisco,Omneuron,91.463 US$ /año,Research Scientist
san francisco,PayPal,140.707 US$ /año,Research Scientist
san francisco,"Corium, Inc.",87.188 US$ /año,Scientist
san francisco,Meta,195.264 US$ /año,Scientist
san francisco,Rigel Pharmaceuticals,124.763 US$ /año,Scientist
san francisco,Sandia National Laboratories,168.144 US$ /año,Scientist
san francisco,Bio-Techne,92.803 US$ /año,Scientist
san francisco,BridgeBio,146.676 US$ /año,Scientist
san francisco,Roche,91.004 US$ /año,Scientist - Proveedor de servicios
san francisco,Myriad Genetics,133.465 US$ /año,Scientist
san francisco,Stanford University,90.000 US$ /año,Scientist
san francisco,Xceleris,142.887 US$ /año,Scientist
san francisco,Guardant Health,138.526 US$ /año,Scientist
san francisco,ALZA,126.087 US$ /año,Scientist
san francisco,Cytokinetics,123.456 US$ /año,Scientist
san francisco,PPD,75.885 US$ /año,Scientist
san francisco,Buck Institute,61.248 US$ /año,Scientist
san francisco,University of California Berkeley,70.215 US$ /año,Scientist
san francisco,JOINN Biologics,80.696 US$ /año,Scientist
san francisco,MyoKardia,134.206 US$ /año,Scientist
san francisco,DemandTec,140.200 US$ /año,Scientist
san francisco,Johnson & Johnson,124.636 US$ /año,Scientist
san francisco,Nutcracker Therapeutics,139.873 US$ /año,Scientist
san francisco,Integenx,112.289 US$ /año,Scientist
san francisco,Exelixis,111.915 US$ /año,Scientist
san francisco,CytomX Therapeutics,115.282 US$ /año,Scientist
san francisco,Pacific EcoRisk,22 US$ /h,Scientist - Por hora
san francisco,Miroculus,77.915 US$ /año,Scientist
san francisco,Dynavax Technologies,129.925 US$ /año,Scientist
san francisco,Cleave Biosciences,121.017 US$ /año,Scientist
san francisco,Sangamo Therapeutics,94.154 US$ /año,Scientist
san francisco,LS9,113.778 US$ /año,Scientist
san francisco,Global Blood Therapeutics,135.037 US$ /año,Scientist
san francisco,Deeya Energy,104.986 US$ /año,Research Scientist
san francisco,Amazon,164.689 US$ /año,Research Scientist
san francisco,RELIA DIAGNOSTIC SYSTEMS,42.740 US$ /año,Research Scientist
san francisco,Verily Life Sciences,137.001 US$ /año,Research Scientist
san francisco,Bristol Myers Squibb,131.443 US$ /año,Research Scientist
san francisco,GenEdit,121.332 US$ /año,Research Scientist
san francisco,Amyris,110.231 US$ /año,Research Scientist
san francisco,US Agricultural Research Service,82.765 US$ /año,Research Scientist
san francisco,OncoMed Pharmaceuticals,132.554 US$ /año,Research Scientist
san francisco,covariant.ai,168.980 US$ /año,Research Scientist
san francisco,Clean Cell International,98.704 US$ /año,Research Scientist
san francisco,Vir Biotechnology,130.000 US$ /año,Research Scientist
san francisco,Kite Pharma,136.476 US$ /año,Research Scientist
san francisco,US Department of Veterans Affairs,110.593 US$ /año,Research Scientist
san francisco,Personalis,61.758 US$ /año,Research Scientist
san francisco,Yahoo,188.607 US$ /año,Research Scientist
san francisco,Datometry ,151.872 US$ /año,Research Scientist
san francisco,Applied Molecular Transport,113.728 US$ /año,Research Scientist
san francisco,YP,142.528 US$ /año,Research Scientist
san francisco,Thermo Fisher Scientific,127.230 US$ /año,Research Scientist
san francisco,Siemens,138.162 US$ /año,Research Scientist
san francisco,Pfizer,109.226 US$ /año,Research Scientist
san francisco,Nanostellar,Sobre 105 mil US$ -119 mil US$,Scientist
san francisco,UNITY Biotechnology,Sobre 125 mil US$ -137 mil US$,Scientist
san francisco,UPSIDE Foods,Sobre 97 mil US$ -114 mil US$,Scientist
san francisco,Rigetti Computing,Sobre 157 mil US$ -172 mil US$,Scientist
san francisco,Celgene,Sobre 74 US$ -80 US$ por hora,Scientist - Por hora
san francisco,Tizona,Sobre 121 mil US$ -132 mil US$,Scientist
san francisco,TE Connectivity,Sobre 113 mil US$ -142 mil US$,Scientist
san francisco,Mammoth Biosciences,Sobre 94 mil US$ -130 mil US$,Scientist
san francisco,Clear Labs,Sobre 92 mil US$ -137 mil US$,Scientist
san francisco,Orca Bio,Sobre 105 mil US$ -134 mil US$,Scientist
san francisco,RELIA DIAGNOSTIC SYSTEMS,Sobre 67 mil US$ -75 mil US$,Scientist
san francisco,XOMA,Sobre 100 mil US$ -115 mil US$,Scientist
san francisco,Alkahest,Sobre 96 mil US$ -136 mil US$,Scientist
san francisco,Prothena,Sobre 139 mil US$ -198 mil US$,Scientist
san francisco,ORIC,Sobre 122 mil US$ -137 mil US$,Scientist
san francisco,Counsyl,Sobre 102 mil US$ -123 mil US$,Scientist
san francisco,Achaogen,Sobre 129 mil US$ -149 mil US$,Scientist
san francisco,Juul Labs,Sobre 148 mil US$ -209 mil US$,Scientist
san francisco,Biohub,Sobre 101 mil US$ -115 mil US$,Scientist
san francisco,Catalyst Biosciences,Sobre 83 mil US$ -136 mil US$,Scientist
san francisco,Gilead Sciences,Sobre 133 mil US$ -160 mil US$,Scientist
san francisco,Nkarta Therapeutics,Sobre 109 mil US$ -120 mil US$,Scientist
san francisco,AstraZeneca,Sobre 137 mil US$ -148 mil US$,Scientist
