Ciudad,Empresa,Sueldo,Periodo
madrid,BBVA,Sobre 33 mil € -36 mil €,Junior Data Scientist
madrid,El Corte Inglés,Sobre 20 mil € -21 mil €,Junior Data Scientist
madrid,IBM,Sobre 32 mil € -34 mil €,Junior Data Scientist
madrid,Repsol,Sobre 39 mil € -43 mil €,Junior Data Scientist
madrid,VIEWNEXT,Sobre 22 mil € -24 mil €,Junior Data Scientist
madrid,Microsoft,Sobre 27 mil € -29 mil €,Junior Data Scientist
madrid,Cognizant Technology Solutions,Sobre 23 mil € -25 mil €,Junior Data Scientist
madrid,Avanade,Sobre 24 mil € -26 mil €,Junior Data Scientist
madrid,McKinsey & Company,Sobre 34 mil € -37 mil €,Junior Data Scientist
madrid,Cepsa,Sobre 26 mil € -28 mil €,Junior Data Scientist
madrid,VASS,Sobre 435 € -464 €,Junior Data Scientist - Por mes
madrid,Bankinter,Sobre 30 mil € -32 mil €,Junior Data Scientist
madrid,Informática El Corte Inglés,Sobre 25 mil € -28 mil €,Junior Data Scientist
madrid,Kairos Digital Solutions,Sobre 508 € -549 €,Junior Data Scientist - Becario por mes
madrid,Devo,Sobre 26 mil € -28 mil €,Junior Data Scientist
madrid,EDP,Sobre 10 € -10 € por hora,Junior Data Scientist - Por hora
madrid,Innova-Tsn,Sobre 22 mil € -23 mil €,Junior Data Scientist
madrid,Celonis,Sobre 951 € -1 mil €,Junior Data Scientist - Becario por mes
madrid,WiZink,Sobre 31 mil € -34 mil €,Junior Data Scientist - Proveedor de servicios
madrid,Savana,Sobre 939 € -1 mil €,Junior Data Scientist - Becario por mes
madrid,Indizen Consulting,Sobre 20 mil € -22 mil €,Junior Data Scientist
madrid,ETS Asset Management Factory,Sobre 28 mil € -31 mil €,Junior Data Scientist
madrid,Alkemy,Sobre 29 mil € -31 mil €,Junior Data Scientist
madrid,SGAE,Sobre 26 mil € -28 mil €,Junior Data Scientist
madrid,Keedio,Sobre 24 mil € -25 mil €,Junior Data Scientist
madrid,NPSG Global,Sobre 38 mil € -41 mil €,Junior Data Scientist
madrid,Hava-Soft Consultoría Informática,Sobre 19 mil € -21 mil €,Junior Data Scientist
madrid,Sensu,Sobre 25 mil € -27 mil €,Junior Data Scientist
madrid,Podo,Sobre 18 mil € -19 mil €,Junior Data Scientist
madrid,Qaleon,Sobre 18 mil € -20 mil €,Junior Data Scientist
madrid,Rocket Lawyer,Sobre 28 mil € -31 mil €,Junior Data Scientist
madrid,everis,Sobre 34 mil € -38 mil €,Data Analyst/Data Scientist
madrid,Telefónica,Sobre 30 mil € -33 mil €,Data Analyst/Data Scientist
madrid,autonomo,Sobre 2 mil € -2 mil €,Data Analyst/Data Scientist - Por mes
madrid,Majorel,Sobre 40 mil € -43 mil €,Data Analyst/Data Scientist
madrid,Universidad Complutense de Madrid,Sobre 944 € -1 mil €,Data Analyst/Data Scientist - Por mes
madrid,Starbucks,Sobre 1 mil € -1 mil €,Data Analyst/Data Scientist - Por mes
madrid,Smart Protection,Sobre 18 mil € -20 mil €,Data Analyst/Data Scientist
madrid,Tech Mahindra,Sobre 31 mil € -34 mil €,Data Analyst/Data Scientist
madrid,Telefónica,Sobre 40 mil € -44 mil €,Lead Data Scientist
madrid,Cepsa,Sobre 53 mil € -57 mil €,Lead Data Scientist
madrid,Oliver Wyman,Sobre 71 mil € -77 mil €,Lead Data Scientist
madrid,Zooplus,Sobre 64 mil € -68 mil €,Lead Data Scientist
madrid,Scalian,Sobre 60 mil € -65 mil €,Lead Data Scientist
madrid,Monom,Sobre 53 mil € -57 mil €,Lead Data Scientist
madrid,Cognizant Technology Solutions,Sobre 33 mil € -35 mil €,Associate Data Scientist
madrid,Acciona,Sobre 49 mil € -53 mil €,Data Science Manager
madrid,The Cocktail,Sobre 57 mil € -62 mil €,Data Science Manager
madrid,Globant,Sobre 72 mil € -79 mil €,Data Science Manager
madrid,Telefónica,Sobre 28 mil € -30 mil €,Data Science Analyst
madrid,Accenture,Sobre 46 mil € -51 mil €,Data Science Consultant
madrid,Hewlett Packard Enterprise | HPE,Sobre 35 mil € -38 mil €,Data Science Consultant
madrid,Capgemini Invent,Sobre 54 mil € -58 mil €,Data Science Consultant
madrid,Capgemini Engineering,Sobre 37 mil € -40 mil €,Data Science Engineer
madrid,Signify,Sobre 39 mil € -43 mil €,Data Science Engineer
madrid,EY,Sobre 50 mil € -53 mil €,Consultant Data Scientist
madrid,Levi Strauss,Sobre 1 mil € -1 mil €,Graduate Data Scientist - Becario por mes
madrid,Amazon,Sobre 82 mil € -88 mil €,Applied Data Scientist
madrid,The CT Engineering Group,Sobre 47 mil € -50 mil €,Data Scientist Internship
madrid,BBVA,Sobre 31 mil € -33 mil €,Entry Level Data Scientist
madrid,Strategy Big Data,Sobre 22 mil € -24 mil €,Data Scientist Junior
madrid,Lingokids,Sobre 55 mil € -59 mil €,Sr. Data Scientist
madrid,Capgemini,Sobre 49 mil € -54 mil €,Data Scientist Consultant
madrid,Management Solutions,Sobre 25 mil € -28 mil €,Data Scientist Consultant
madrid,Deutsche Bank,Sobre 83 mil € -90 mil €,Head of Data Science
madrid,Verti,Sobre 63 mil € -69 mil €,Head of Data Science
madrid,Accenture,Sobre 33 mil € -35 mil €,Data Scientist Analyst
madrid,Savana,Sobre 50 mil € -55 mil €,NLP Data Scientist
madrid,DataRobot,Sobre 114 mil € -123 mil €,Customer Facing Data Scientist
madrid,Telefónica,Sobre 53 mil € -57 mil €,Product Data Scientist
madrid,The Cocktail,Sobre 520 € -560 €,Data Scientist Trainee - Becario por mes
madrid,AyGloo,Sobre 17 mil € -19 mil €,Data Analyst/Junior Data Scientist
madrid,Capgemini,Sobre 53 mil € -58 mil €,Data Engineer/Data Scientist
madrid,Cabify,Sobre 62 mil € -68 mil €,Senior Data Science Manager
madrid,Tinámica,Sobre 52 mil € -57 mil €,Senior Data Science Manager
madrid,Oliver Wyman,Sobre 96 mil € -104 mil €,Senior Lead Data Scientist
madrid,Agile Solutions,Sobre 3 mil € -3 mil €,Data Science Team Lead - Por mes
madrid,Asociacion ICEA,Sobre 50 mil € -53 mil €,Business Analyst/Data Scientist
madrid,BEEVA,Sobre 30 mil € -32 mil €,Data Scientist & Machine Learning Engineer
madrid,everis,Sobre 35 mil € -38 mil €,Business Data Scientist
madrid,Carto,Sobre 42 mil € -45 mil €,Spatial Data Scientist
madrid,Orange,Sobre 57 mil € -62 mil €,Data Scientist (Senior Level)
madrid,Enel Green Power,Sobre 49 mil € -53 mil €,Machine Learning Researcher/Data Scientist
madrid,Management Solutions,Sobre 27 mil € -29 mil €,Consultor Data Science
madrid,Neural.ONE - Digital Marketing Technologies,Sobre 47 mil € -50 mil €,Consultor Data Science
madrid,Virtual Desk Jobs,Sobre 46 mil € -50 mil €,Senior Data Science
madrid,Teralco Group,Sobre 47 mil € -50 mil €,Data Scientist/Project Manager
madrid,Synergic Partners,Sobre 33 mil € -36 mil €,Mid Data Scientist
madrid,Santander,Sobre 31 mil € -34 mil €,Analista de CIencia de Datos
madrid,Vodafone,Sobre 30 mil € -32 mil €,Specialist Data Scientist
madrid,Ninguno,Sobre 11 mil € -11 mil €,Data Scientist/AI Practitioner
madrid,Avansis,Sobre 49 mil € -53 mil €,Desarrollador Python y científico de datos
madrid,SURFONART,Sobre 63 mil € -69 mil €,Business Intelligence/Data Scientist Manager
madrid,IBM,Sobre 52 mil € -56 mil €,Data Science Program Manager
madrid,Pix4D,Sobre 509 € -547 €,Data Science QA Engineer - Por mes
madrid,Telefónica,Sobre 46 mil € -50 mil €,Data Scientist-BI Analyst
madrid,Deloitte,Sobre 63 mil € -68 mil €,Data Scientist - Senior Specialist
madrid,Banco Santander,Sobre 50 mil € -53 mil €,Analista y científico de datos
madrid,Celonis,Sobre 36 mil € -39 mil €,Data Science and Management Consultant
